TAL;OMRÅDE;TID;INDHOLD
1 Berørte personer (antal);082 Region Midtjylland;2014 2014;49979
1 Berørte personer (antal);082 Region Midtjylland;2015 2015;50927
1 Berørte personer (antal);082 Region Midtjylland;2016 2016;48831
1 Berørte personer (antal);082 Region Midtjylland;2017 2017;43785
1 Berørte personer (antal);082 Region Midtjylland;2018 2018;38648
1 Berørte personer (antal);082 Region Midtjylland;2019 2019;36446
1 Berørte personer (antal);082 Region Midtjylland;2020 2020;35601
1 Berørte personer (antal);082 Region Midtjylland;2021 2021;31413
1 Berørte personer (antal);082 Region Midtjylland;2022 2022;31736
1 Berørte personer (antal);09 Landsdel Østjylland;2007 2007;25571
1 Berørte personer (antal);09 Landsdel Østjylland;2008 2008;24498
1 Berørte personer (antal);09 Landsdel Østjylland;2009 2009;27547
1 Berørte personer (antal);09 Landsdel Østjylland;2010 2010;28076
1 Berørte personer (antal);09 Landsdel Østjylland;2011 2011;28302
1 Berørte personer (antal);09 Landsdel Østjylland;2012 2012;29359
1 Berørte personer (antal);09 Landsdel Østjylland;2013 2013;33612
1 Berørte personer (antal);09 Landsdel Østjylland;2014 2014;34728
1 Berørte personer (antal);09 Landsdel Østjylland;2015 2015;35493
1 Berørte personer (antal);09 Landsdel Østjylland;2016 2016;33966
1 Berørte personer (antal);09 Landsdel Østjylland;2017 2017;30388
1 Berørte personer (antal);09 Landsdel Østjylland;2018 2018;26762
1 Berørte personer (antal);09 Landsdel Østjylland;2019 2019;25391
1 Berørte personer (antal);09 Landsdel Østjylland;2020 2020;24972
1 Berørte personer (antal);09 Landsdel Østjylland;2021 2021;21903
1 Berørte personer (antal);09 Landsdel Østjylland;2022 2022;21914
1 Berørte personer (antal);710 Favrskov;2007 2007;782
1 Berørte personer (antal);710 Favrskov;2008 2008;765
1 Berørte personer (antal);710 Favrskov;2009 2009;915
1 Berørte personer (antal);710 Favrskov;2010 2010;960
1 Berørte personer (antal);710 Favrskov;2011 2011;958
1 Berørte personer (antal);710 Favrskov;2012 2012;1010
1 Berørte personer (antal);710 Favrskov;2013 2013;1217
1 Berørte personer (antal);710 Favrskov;2014 2014;1268
1 Berørte personer (antal);710 Favrskov;2015 2015;1335
1 Berørte personer (antal);710 Favrskov;2016 2016;1271
1 Berørte personer (antal);710 Favrskov;2017 2017;1130
1 Berørte personer (antal);710 Favrskov;2018 2018;964
1 Berørte personer (antal);710 Favrskov;2019 2019;899
1 Berørte personer (antal);710 Favrskov;2020 2020;821
1 Berørte personer (antal);710 Favrskov;2021 2021;713
1 Berørte personer (antal);710 Favrskov;2022 2022;750
1 Berørte personer (antal);766 Hedensted;2007 2007;752
1 Berørte personer (antal);766 Hedensted;2008 2008;812
1 Berørte personer (antal);766 Hedensted;2009 2009;1057
1 Berørte personer (antal);766 Hedensted;2010 2010;1111
1 Berørte personer (antal);766 Hedensted;2011 2011;1059
1 Berørte personer (antal);766 Hedensted;2012 2012;1174
1 Berørte personer (antal);766 Hedensted;2013 2013;1316
1 Berørte personer (antal);766 Hedensted;2014 2014;1385
1 Berørte personer (antal);766 Hedensted;2015 2015;1399
1 Berørte personer (antal);766 Hedensted;2016 2016;1301
1 Berørte personer (antal);766 Hedensted;2017 2017;1106
1 Berørte personer (antal);766 Hedensted;2018 2018;999
1 Berørte personer (antal);766 Hedensted;2019 2019;930
1 Berørte personer (antal);766 Hedensted;2020 2020;938
1 Berørte personer (antal);766 Hedensted;2021 2021;827
1 Berørte personer (antal);766 Hedensted;2022 2022;825
1 Berørte personer (antal);615 Horsens;2007 2007;2900
1 Berørte personer (antal);615 Horsens;2008 2008;2873
1 Berørte personer (antal);615 Horsens;2009 2009;3284
1 Berørte personer (antal);615 Horsens;2010 2010;3446
1 Berørte personer (antal);615 Horsens;2011 2011;3461
1 Berørte personer (antal);615 Horsens;2012 2012;3616
1 Berørte personer (antal);615 Horsens;2013 2013;3961
1 Berørte personer (antal);615 Horsens;2014 2014;3959
1 Berørte personer (antal);615 Horsens;2015 2015;3993
1 Berørte personer (antal);615 Horsens;2016 2016;3826
1 Berørte personer (antal);615 Horsens;2017 2017;3405
1 Berørte personer (antal);615 Horsens;2018 2018;3015
1 Berørte personer (antal);615 Horsens;2019 2019;2889
1 Berørte personer (antal);615 Horsens;2020 2020;2756
1 Berørte personer (antal);615 Horsens;2021 2021;2311
1 Berørte personer (antal);615 Horsens;2022 2022;2184
1 Berørte personer (antal);707 Norddjurs;2007 2007;1347
1 Berørte personer (antal);707 Norddjurs;2008 2008;1241
1 Berørte personer (antal);707 Norddjurs;2009 2009;1298
1 Berørte personer (antal);707 Norddjurs;2010 2010;1329
1 Berørte personer (antal);707 Norddjurs;2011 2011;1305
1 Berørte personer (antal);707 Norddjurs;2012 2012;1360
1 Berørte personer (antal);707 Norddjurs;2013 2013;1614
1 Berørte personer (antal);707 Norddjurs;2014 2014;1778
1 Berørte personer (antal);707 Norddjurs;2015 2015;1847
1 Berørte personer (antal);707 Norddjurs;2016 2016;1637
1 Berørte personer (antal);707 Norddjurs;2017 2017;1478
1 Berørte personer (antal);707 Norddjurs;2018 2018;1213
1 Berørte personer (antal);707 Norddjurs;2019 2019;1134
1 Berørte personer (antal);707 Norddjurs;2020 2020;1095
1 Berørte personer (antal);707 Norddjurs;2021 2021;951
1 Berørte personer (antal);707 Norddjurs;2022 2022;1007
1 Berørte personer (antal);727 Odder;2007 2007;471
1 Berørte personer (antal);727 Odder;2008 2008;455
1 Berørte personer (antal);727 Odder;2009 2009;533
1 Berørte personer (antal);727 Odder;2010 2010;591
1 Berørte personer (antal);727 Odder;2011 2011;555
1 Berørte personer (antal);727 Odder;2012 2012;636
1 Berørte personer (antal);727 Odder;2013 2013;690
1 Berørte personer (antal);727 Odder;2014 2014;743
1 Berørte personer (antal);727 Odder;2015 2015;771
1 Berørte personer (antal);727 Odder;2016 2016;727
1 Berørte personer (antal);727 Odder;2017 2017;669
1 Berørte personer (antal);727 Odder;2018 2018;543
1 Berørte personer (antal);727 Odder;2019 2019;495
1 Berørte personer (antal);727 Odder;2020 2020;454
1 Berørte personer (antal);727 Odder;2021 2021;416
1 Berørte personer (antal);727 Odder;2022 2022;432
1 Berørte personer (antal);730 Randers;2007 2007;3373
1 Berørte personer (antal);730 Randers;2008 2008;3022
1 Berørte personer (antal);730 Randers;2009 2009;3460
1 Berørte personer (antal);730 Randers;2010 2010;3603
1 Berørte personer (antal);730 Randers;2011 2011;3780
1 Berørte personer (antal);730 Randers;2012 2012;3934
1 Berørte personer (antal);730 Randers;2013 2013;4576
1 Berørte personer (antal);730 Randers;2014 2014;4681
1 Berørte personer (antal);730 Randers;2015 2015;4722
1 Berørte personer (antal);730 Randers;2016 2016;4576
1 Berørte personer (antal);730 Randers;2017 2017;4148
1 Berørte personer (antal);730 Randers;2018 2018;3773
1 Berørte personer (antal);730 Randers;2019 2019;3667
1 Berørte personer (antal);730 Randers;2020 2020;3580
1 Berørte personer (antal);730 Randers;2021 2021;3256
1 Berørte personer (antal);730 Randers;2022 2022;3289
1 Berørte personer (antal);741 Samsø;2007 2007;111
1 Berørte personer (antal);741 Samsø;2008 2008;100
1 Berørte personer (antal);741 Samsø;2009 2009;92
1 Berørte personer (antal);741 Samsø;2010 2010;101
1 Berørte personer (antal);741 Samsø;2011 2011;102
1 Berørte personer (antal);741 Samsø;2012 2012;110
1 Berørte personer (antal);741 Samsø;2013 2013;117
1 Berørte personer (antal);741 Samsø;2014 2014;133
1 Berørte personer (antal);741 Samsø;2015 2015;137
1 Berørte personer (antal);741 Samsø;2016 2016;125
1 Berørte personer (antal);741 Samsø;2017 2017;112
1 Berørte personer (antal);741 Samsø;2018 2018;107
1 Berørte personer (antal);741 Samsø;2019 2019;89
1 Berørte personer (antal);741 Samsø;2020 2020;79
1 Berørte personer (antal);741 Samsø;2021 2021;56
1 Berørte personer (antal);741 Samsø;2022 2022;65
1 Berørte personer (antal);740 Silkeborg;2007 2007;2440
1 Berørte personer (antal);740 Silkeborg;2008 2008;2461
1 Berørte personer (antal);740 Silkeborg;2009 2009;2898
1 Berørte personer (antal);740 Silkeborg;2010 2010;2894
1 Berørte personer (antal);740 Silkeborg;2011 2011;2957
1 Berørte personer (antal);740 Silkeborg;2012 2012;3081
1 Berørte personer (antal);740 Silkeborg;2013 2013;3492
1 Berørte personer (antal);740 Silkeborg;2014 2014;3640
1 Berørte personer (antal);740 Silkeborg;2015 2015;3823
1 Berørte personer (antal);740 Silkeborg;2016 2016;3579
1 Berørte personer (antal);740 Silkeborg;2017 2017;3148
1 Berørte personer (antal);740 Silkeborg;2018 2018;2640
1 Berørte personer (antal);740 Silkeborg;2019 2019;2482
1 Berørte personer (antal);740 Silkeborg;2020 2020;2362
1 Berørte personer (antal);740 Silkeborg;2021 2021;2026
1 Berørte personer (antal);740 Silkeborg;2022 2022;2050
1 Berørte personer (antal);746 Skanderborg;2007 2007;987
1 Berørte personer (antal);746 Skanderborg;2008 2008;944
1 Berørte personer (antal);746 Skanderborg;2009 2009;1032
1 Berørte personer (antal);746 Skanderborg;2010 2010;1124
1 Berørte personer (antal);746 Skanderborg;2011 2011;1141
1 Berørte personer (antal);746 Skanderborg;2012 2012;1144
1 Berørte personer (antal);746 Skanderborg;2013 2013;1292
1 Berørte personer (antal);746 Skanderborg;2014 2014;1347
1 Berørte personer (antal);746 Skanderborg;2015 2015;1505
1 Berørte personer (antal);746 Skanderborg;2016 2016;1512
1 Berørte personer (antal);746 Skanderborg;2017 2017;1287
1 Berørte personer (antal);746 Skanderborg;2018 2018;1021
1 Berørte personer (antal);746 Skanderborg;2019 2019;890
1 Berørte personer (antal);746 Skanderborg;2020 2020;815
1 Berørte personer (antal);746 Skanderborg;2021 2021;701
1 Berørte personer (antal);746 Skanderborg;2022 2022;795
1 Berørte personer (antal);706 Syddjurs;2007 2007;1052
1 Berørte personer (antal);706 Syddjurs;2008 2008;1109
1 Berørte personer (antal);706 Syddjurs;2009 2009;1251
1 Berørte personer (antal);706 Syddjurs;2010 2010;1230
1 Berørte personer (antal);706 Syddjurs;2011 2011;1229
1 Berørte personer (antal);706 Syddjurs;2012 2012;1334
1 Berørte personer (antal);706 Syddjurs;2013 2013;1515
1 Berørte personer (antal);706 Syddjurs;2014 2014;1591
1 Berørte personer (antal);706 Syddjurs;2015 2015;1544
1 Berørte personer (antal);706 Syddjurs;2016 2016;1390
1 Berørte personer (antal);706 Syddjurs;2017 2017;1210
1 Berørte personer (antal);706 Syddjurs;2018 2018;1052
1 Berørte personer (antal);706 Syddjurs;2019 2019;947
1 Berørte personer (antal);706 Syddjurs;2020 2020;892
1 Berørte personer (antal);706 Syddjurs;2021 2021;781
1 Berørte personer (antal);706 Syddjurs;2022 2022;737
1 Berørte personer (antal);751 Aarhus;2007 2007;11356
1 Berørte personer (antal);751 Aarhus;2008 2008;10716
1 Berørte personer (antal);751 Aarhus;2009 2009;11727
1 Berørte personer (antal);751 Aarhus;2010 2010;11687
1 Berørte personer (antal);751 Aarhus;2011 2011;11755
1 Berørte personer (antal);751 Aarhus;2012 2012;11960
1 Berørte personer (antal);751 Aarhus;2013 2013;13822
1 Berørte personer (antal);751 Aarhus;2014 2014;14203
1 Berørte personer (antal);751 Aarhus;2015 2015;14417
1 Berørte personer (antal);751 Aarhus;2016 2016;14022
1 Berørte personer (antal);751 Aarhus;2017 2017;12695
1 Berørte personer (antal);751 Aarhus;2018 2018;11435
1 Berørte personer (antal);751 Aarhus;2019 2019;10969
1 Berørte personer (antal);751 Aarhus;2020 2020;11180
1 Berørte personer (antal);751 Aarhus;2021 2021;9865
1 Berørte personer (antal);751 Aarhus;2022 2022;9780
1 Berørte personer (antal);10 Landsdel Vestjylland;2007 2007;9872
1 Berørte personer (antal);10 Landsdel Vestjylland;2008 2008;10132
1 Berørte personer (antal);10 Landsdel Vestjylland;2009 2009;11724
1 Berørte personer (antal);10 Landsdel Vestjylland;2010 2010;12196
1 Berørte personer (antal);10 Landsdel Vestjylland;2011 2011;12368
1 Berørte personer (antal);10 Landsdel Vestjylland;2012 2012;13260
1 Berørte personer (antal);10 Landsdel Vestjylland;2013 2013;15013
1 Berørte personer (antal);10 Landsdel Vestjylland;2014 2014;15251
1 Berørte personer (antal);10 Landsdel Vestjylland;2015 2015;15434
1 Berørte personer (antal);10 Landsdel Vestjylland;2016 2016;14865
1 Berørte personer (antal);10 Landsdel Vestjylland;2017 2017;13397
1 Berørte personer (antal);10 Landsdel Vestjylland;2018 2018;11886
1 Berørte personer (antal);10 Landsdel Vestjylland;2019 2019;11055
1 Berørte personer (antal);10 Landsdel Vestjylland;2020 2020;10629
1 Berørte personer (antal);10 Landsdel Vestjylland;2021 2021;9510
1 Berørte personer (antal);10 Landsdel Vestjylland;2022 2022;9822
1 Berørte personer (antal);657 Herning;2007 2007;1828
1 Berørte personer (antal);657 Herning;2008 2008;1822
1 Berørte personer (antal);657 Herning;2009 2009;2279
1 Berørte personer (antal);657 Herning;2010 2010;2339
1 Berørte personer (antal);657 Herning;2011 2011;2366
1 Berørte personer (antal);657 Herning;2012 2012;2551
1 Berørte personer (antal);657 Herning;2013 2013;2989
1 Berørte personer (antal);657 Herning;2014 2014;3101
1 Berørte personer (antal);657 Herning;2015 2015;3185
1 Berørte personer (antal);657 Herning;2016 2016;3167
1 Berørte personer (antal);657 Herning;2017 2017;2898
1 Berørte personer (antal);657 Herning;2018 2018;2592
1 Berørte personer (antal);657 Herning;2019 2019;2492
1 Berørte personer (antal);657 Herning;2020 2020;2429
1 Berørte personer (antal);657 Herning;2021 2021;2250
1 Berørte personer (antal);657 Herning;2022 2022;2141
1 Berørte personer (antal);661 Holstebro;2007 2007;1507
1 Berørte personer (antal);661 Holstebro;2008 2008;1497
1 Berørte personer (antal);661 Holstebro;2009 2009;1601
1 Berørte personer (antal);661 Holstebro;2010 2010;1631
1 Berørte personer (antal);661 Holstebro;2011 2011;1601
1 Berørte personer (antal);661 Holstebro;2012 2012;1767
1 Berørte personer (antal);661 Holstebro;2013 2013;1872
1 Berørte personer (antal);661 Holstebro;2014 2014;1918
1 Berørte personer (antal);661 Holstebro;2015 2015;2000
1 Berørte personer (antal);661 Holstebro;2016 2016;1982
1 Berørte personer (antal);661 Holstebro;2017 2017;1739
1 Berørte personer (antal);661 Holstebro;2018 2018;1516
1 Berørte personer (antal);661 Holstebro;2019 2019;1386
1 Berørte personer (antal);661 Holstebro;2020 2020;1431
1 Berørte personer (antal);661 Holstebro;2021 2021;1263
1 Berørte personer (antal);661 Holstebro;2022 2022;1316
1 Berørte personer (antal);756 Ikast-Brande;2007 2007;948
1 Berørte personer (antal);756 Ikast-Brande;2008 2008;1039
1 Berørte personer (antal);756 Ikast-Brande;2009 2009;1142
1 Berørte personer (antal);756 Ikast-Brande;2010 2010;1275
1 Berørte personer (antal);756 Ikast-Brande;2011 2011;1311
1 Berørte personer (antal);756 Ikast-Brande;2012 2012;1355
1 Berørte personer (antal);756 Ikast-Brande;2013 2013;1546
1 Berørte personer (antal);756 Ikast-Brande;2014 2014;1543
1 Berørte personer (antal);756 Ikast-Brande;2015 2015;1547
1 Berørte personer (antal);756 Ikast-Brande;2016 2016;1421
1 Berørte personer (antal);756 Ikast-Brande;2017 2017;1271
1 Berørte personer (antal);756 Ikast-Brande;2018 2018;1113
1 Berørte personer (antal);756 Ikast-Brande;2019 2019;1052
1 Berørte personer (antal);756 Ikast-Brande;2020 2020;948
1 Berørte personer (antal);756 Ikast-Brande;2021 2021;864
1 Berørte personer (antal);756 Ikast-Brande;2022 2022;921
1 Berørte personer (antal);665 Lemvig;2007 2007;345
1 Berørte personer (antal);665 Lemvig;2008 2008;371
1 Berørte personer (antal);665 Lemvig;2009 2009;400
1 Berørte personer (antal);665 Lemvig;2010 2010;380
1 Berørte personer (antal);665 Lemvig;2011 2011;398
1 Berørte personer (antal);665 Lemvig;2012 2012;432
1 Berørte personer (antal);665 Lemvig;2013 2013;492
1 Berørte personer (antal);665 Lemvig;2014 2014;527
1 Berørte personer (antal);665 Lemvig;2015 2015;608
1 Berørte personer (antal);665 Lemvig;2016 2016;588
1 Berørte personer (antal);665 Lemvig;2017 2017;511
1 Berørte personer (antal);665 Lemvig;2018 2018;420
1 Berørte personer (antal);665 Lemvig;2019 2019;336
1 Berørte personer (antal);665 Lemvig;2020 2020;304
1 Berørte personer (antal);665 Lemvig;2021 2021;273
1 Berørte personer (antal);665 Lemvig;2022 2022;291
1 Berørte personer (antal);760 Ringkøbing-Skjern;2007 2007;947
1 Berørte personer (antal);760 Ringkøbing-Skjern;2008 2008;1016
1 Berørte personer (antal);760 Ringkøbing-Skjern;2009 2009;1221
1 Berørte personer (antal);760 Ringkøbing-Skjern;2010 2010;1302
1 Berørte personer (antal);760 Ringkøbing-Skjern;2011 2011;1363
1 Berørte personer (antal);760 Ringkøbing-Skjern;2012 2012;1413
1 Berørte personer (antal);760 Ringkøbing-Skjern;2013 2013;1733
1 Berørte personer (antal);760 Ringkøbing-Skjern;2014 2014;1813
1 Berørte personer (antal);760 Ringkøbing-Skjern;2015 2015;1898
1 Berørte personer (antal);760 Ringkøbing-Skjern;2016 2016;1854
1 Berørte personer (antal);760 Ringkøbing-Skjern;2017 2017;1632
1 Berørte personer (antal);760 Ringkøbing-Skjern;2018 2018;1474
1 Berørte personer (antal);760 Ringkøbing-Skjern;2019 2019;1324
1 Berørte personer (antal);760 Ringkøbing-Skjern;2020 2020;1221
1 Berørte personer (antal);760 Ringkøbing-Skjern;2021 2021;1001
1 Berørte personer (antal);760 Ringkøbing-Skjern;2022 2022;1059
1 Berørte personer (antal);779 Skive;2007 2007;1334
1 Berørte personer (antal);779 Skive;2008 2008;1438
1 Berørte personer (antal);779 Skive;2009 2009;1574
1 Berørte personer (antal);779 Skive;2010 2010;1655
1 Berørte personer (antal);779 Skive;2011 2011;1577
1 Berørte personer (antal);779 Skive;2012 2012;1600
1 Berørte personer (antal);779 Skive;2013 2013;1759
1 Berørte personer (antal);779 Skive;2014 2014;1611
1 Berørte personer (antal);779 Skive;2015 2015;1578
1 Berørte personer (antal);779 Skive;2016 2016;1442
1 Berørte personer (antal);779 Skive;2017 2017;1442
1 Berørte personer (antal);779 Skive;2018 2018;1368
1 Berørte personer (antal);779 Skive;2019 2019;1253
